order_id,order_date,region,category,product,quantity,unit_price,amount
415,2026-05-30,华南,3C数码,笔记本电脑,5,5661.82,28309.1
416,2024-05-10,华北,3C数码,手机,3,4778.02,14334.06
417,2026-01-06,西北,食品饮料,巧克力,4,85.87,343.48
418,2024-09-10,西南,服装鞋包,牛仔裤,3,175.39,526.17
419,2026-06-15,华东,3C数码,耳机,5,1567.2,7836.0
420,2026-06-23,华东,家用电器,洗衣机,1,1403.59,1403.59
421,2024-02-04,西南,美妆个护,洗面奶,2,155.89,311.78
422,2025-02-15,西南,家用电器,吸尘器,2,1205.26,2410.52
423,2026-03-05,华东,家用电器,吸尘器,3,580.99,1742.97
424,2026-07-27,西北,服装鞋包,双肩包,5,486.27,2431.35
425,2026-04-18,华南,家用电器,空调,2,6925.62,13851.24
426,2025-06-17,华北,食品饮料,咖啡,3,40.36,121.08
427,2026-08-29,西北,家用电器,电饭煲,5,472.15,2360.75
428,2024-12-18,西南,美妆个护,口红,4,222.48,889.92
429,2024-11-03,西南,家用电器,吸尘器,4,589.16,2356.64
430,2024-08-18,华南,家用电器,电饭煲,1,515.55,515.55
431,2025-03-02,西北,美妆个护,面霜,4,254.86,1019.44
432,2024-07-27,华南,3C数码,耳机,3,321.06,963.18
433,2026-01-11,华北,3C数码,平板,4,3759.95,15039.8
434,2025-09-09,华东,3C数码,笔记本电脑,5,7483.68,37418.4
435,2025-07-26,华北,食品饮料,坚果,3,64.26,192.78
436,2026-07-19,华东,家用电器,洗衣机,1,3987.52,3987.52
437,2026-02-11,西南,家用电器,吸尘器,2,775.96,1551.92
438,2024-09-02,西北,服装鞋包,运动鞋,4,666.25,2665.0
439,2025-10-26,华南,服装鞋包,运动鞋,3,712.82,2138.46
440,2025-05-24,西南,3C数码,耳机,3,1841.51,5524.53
441,2025-01-14,华南,食品饮料,牛奶,5,73.2,366.0
442,2026-01-29,华北,3C数码,平板,5,4752.08,23760.4
443,2025-08-16,西南,服装鞋包,牛仔裤,2,231.95,463.9
444,2025-01-23,西北,家用电器,电饭煲,5,575.5,2877.5
445,2025-12-02,华南,服装鞋包,羽绒服,4,906.91,3627.64
446,2026-01-20,华南,家用电器,洗衣机,5,2953.27,14766.35
447,2026-07-27,西北,3C数码,智能手表,1,2597.67,2597.67
448,2024-03-17,华东,3C数码,耳机,2,1708.71,3417.42
449,2024-08-24,华东,家用电器,冰箱,2,3775.8,7551.6
450,2025-01-17,华东,美妆个护,香水,4,595.57,2382.28
451,2024-01-17,华东,美妆个护,香水,4,207.11,828.44
452,2025-06-26,华南,美妆个护,口红,1,250.66,250.66
453,2025-12-15,西南,家用电器,冰箱,1,3859.73,3859.73
454,2024-09-03,华北,美妆个护,香水,3,689.13,2067.39
455,2024-09-30,西南,3C数码,平板,4,2944.19,11776.76
456,2024-09-06,华北,服装鞋包,T恤,1,73.38,73.38
457,2025-01-23,西南,美妆个护,洗发水,1,110.04,110.04
458,2025-12-20,华北,3C数码,耳机,4,1343.08,5372.32
459,2024-12-05,西北,3C数码,智能手表,1,1074.42,1074.42
460,2026-07-11,西北,食品饮料,咖啡,1,187.11,187.11
461,2025-12-01,华南,美妆个护,香水,1,307.61,307.61
462,2026-05-20,华南,3C数码,笔记本电脑,5,4293.05,21465.25
463,2026-04-20,西南,3C数码,平板,2,3343.04,6686.08
464,2025-08-03,西南,美妆个护,口红,4,326.68,1306.72
465,2024-05-23,华东,美妆个护,口红,1,129.31,129.31
466,2024-08-25,华东,服装鞋包,双肩包,5,577.43,2887.15
467,2025-02-10,华南,3C数码,平板,4,3064.29,12257.16
468,2024-12-30,西北,食品饮料,茶叶,2,219.92,439.84
469,2025-11-07,西南,3C数码,智能手表,3,2495.14,7485.42
470,2025-12-31,华东,3C数码,平板,2,2644.0,5288.0
471,2026-03-13,华北,食品饮料,咖啡,3,48.11,144.33
472,2024-01-06,华南,食品饮料,咖啡,3,47.38,142.14
473,2024-03-30,华北,食品饮料,茶叶,5,188.69,943.45
474,2025-02-21,华东,3C数码,手机,3,5325.32,15975.96
475,2025-09-03,西北,服装鞋包,羽绒服,1,721.03,721.03
476,2025-02-01,华东,美妆个护,面霜,5,455.2,2276.0
477,2025-12-02,西南,家用电器,洗衣机,3,2204.53,6613.59
478,2025-05-19,华北,3C数码,笔记本电脑,4,5017.79,20071.16
479,2024-11-02,西南,3C数码,平板,3,4788.04,14364.12
480,2026-01-08,西南,美妆个护,香水,2,474.72,949.44
481,2024-05-18,华南,3C数码,耳机,3,1706.98,5120.94
482,2025-01-24,华南,食品饮料,咖啡,4,168.63,674.52
483,2026-05-30,西北,家用电器,空调,3,4936.7,14810.1
484,2025-12-12,华北,食品饮料,咖啡,2,193.98,387.96
485,2024-11-22,华南,食品饮料,巧克力,2,46.07,92.14
486,2024-10-14,西南,服装鞋包,T恤,5,99.95,499.75
487,2025-07-12,华北,美妆个护,洗面奶,4,190.31,761.24
488,2024-08-02,西南,服装鞋包,T恤,4,218.24,872.96
489,2024-05-22,华南,家用电器,空调,2,5519.23,11038.46
490,2026-03-19,西南,3C数码,耳机,5,1036.58,5182.9
491,2025-02-14,西北,美妆个护,洗发水,5,44.04,220.2
492,2025-01-03,西北,美妆个护,洗面奶,1,160.72,160.72
493,2025-11-04,华南,家用电器,吸尘器,1,975.86,975.86
494,2025-10-22,西南,服装鞋包,羽绒服,1,411.6,411.6
495,2024-09-21,华北,美妆个护,香水,5,548.31,2741.55
496,2025-08-12,华北,食品饮料,咖啡,4,108.72,434.88
497,2025-11-26,西北,美妆个护,面霜,3,798.35,2395.05
498,2025-05-09,华东,服装鞋包,羽绒服,1,527.68,527.68
499,2026-08-21,华北,服装鞋包,运动鞋,3,655.33,1965.99
500,2024-07-30,西北,食品饮料,咖啡,4,46.6,186.4
